state,account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
OR,81,415,no,no,0,,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0.0,True
AL,132,408,no,no,0,,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0.0,False
AR,116,510,no,no,0,,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0.0,False
MI,178,408,yes,no,0,,134,21.17,141.2,78,12.0,,113,12.07,11.4,2,3.08,2.0,True
VA,114,415,yes,yes,31,,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2.0,False
WY,101,510,no,yes,9,,116,27.22,210.0,121,17.85,,65,6.26,10.8,9,,0.0,False
WV,111,510,no,no,0,,118,36.43,208.5,76,17.72,182.4,98,8.21,12.0,2,3.24,1.0,False
NE,123,415,no,no,0,,98,25.5,89.8,95,7.63,326.0,91,14.67,11.1,3,3.0,3.0,False
MS,137,510,no,no,0,,119,25.02,192.8,91,16.39,,105,7.77,10.2,4,2.75,1.0,False
AZ,102,408,no,no,0,,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0.0,False
KY,73,510,no,no,0,,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2.0,False
AK,74,415,no,no,0,262.3,114,44.59,198.9,96,16.91,165.9,90,7.47,6.6,5,1.78,3.0,False
LA,99,510,no,no,0,,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0.0,False
OR,25,408,no,no,0,,90,30.4,141.2,72,12.0,,99,9.14,8.4,5,2.27,2.0,False
KS,110,415,yes,no,0,,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0.0,True
AZ,90,415,no,no,0,,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2.0,False
WY,134,510,no,no,0,,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0.0,True
IL,87,408,yes,yes,36,,138,29.1,185.8,102,15.79,,97,10.24,10.8,3,2.92,1.0,False
WA,166,408,no,no,0,,110,46.63,52.9,109,4.5,,119,11.07,10.9,5,2.94,0.0,False
SD,30,415,no,no,0,247.4,107,42.06,175.9,76,14.95,,90,12.93,11.3,2,3.05,0.0,False
AK,78,408,no,no,0,,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0.0,False
SC,112,415,no,no,0,,97,45.22,214.6,94,18.24,,100,13.78,14.2,2,3.83,2.0,True
NM,21,415,no,yes,19,,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3.0,False
VA,136,408,no,no,0,,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2.0,False
VA,86,415,no,yes,30,,84,16.98,263.5,125,22.4,,90,11.46,9.8,7,2.65,2.0,False
TN,68,415,no,no,0,,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,,1.0,False
NY,94,415,no,no,0,,91,32.37,92.0,107,7.82,224.8,108,10.12,13.6,17,3.67,2.0,False
RI,127,415,no,yes,27,,59,23.82,223.4,111,18.99,,73,11.61,3.8,10,1.03,1.0,False
WI,120,415,no,yes,29,,140,41.53,322.3,89,27.4,,83,7.51,10.6,6,,0.0,False
CA,103,415,no,yes,18,,84,25.48,170.9,84,14.53,,112,7.72,11.5,7,3.11,0.0,True
KS,94,408,no,no,0,,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3.0,True
CT,33,510,no,no,0,,65,31.03,232.1,96,19.73,,82,6.71,7.5,2,2.03,2.0,False
UT,144,415,no,no,0,,96,23.73,124.2,93,10.56,95.6,75,4.3,15.0,4,4.05,2.0,False
DC,139,510,no,no,0,,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2.0,False
KY,90,415,no,no,0,,83,32.93,154.2,79,13.11,299.0,60,13.46,12.7,3,3.43,1.0,False
NE,154,415,no,no,0,,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3.0,False
SC,77,510,no,yes,28,,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4.0,True
NC,114,408,no,no,0,,101,32.81,250.0,81,21.25,133.3,79,6.0,9.6,2,2.59,2.0,False
ME,105,510,no,no,0,212.0,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,,3.0,False
NV,77,415,no,no,0,,112,24.19,306.3,111,26.04,,82,8.84,9.9,1,2.67,1.0,False
NV,137,415,yes,no,0,,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2.0,True
ME,92,415,yes,no,0,,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2.0,True
UT,74,415,no,no,0,,84,18.09,140.2,104,11.92,,81,4.09,11.4,3,3.08,1.0,False
IN,189,510,no,no,0,,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1.0,False
NY,171,415,no,no,0,,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2.0,False
WV,52,510,no,yes,21,,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2.0,False
CT,137,415,no,no,0,,130,19.55,137.8,83,11.71,224.0,61,10.08,7.3,4,1.97,3.0,False
CT,147,415,no,no,0,,74,21.15,320.9,78,27.28,,126,7.07,10.4,4,2.81,2.0,False
ME,163,415,no,no,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1.0,False
OK,159,510,no,no,0,,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,,5.0,False
MI,91,415,no,no,0,,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5.0,True
OK,35,510,no,yes,37,,76,30.8,177.6,98,15.1,228.0,136,10.26,5.0,3,,2.0,False
OK,180,415,no,no,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3.0,False
KY,72,415,no,no,0,,147,33.73,216.9,121,18.44,,125,5.08,13.1,4,3.54,0.0,False
MN,61,415,no,no,0,,67,33.54,264.5,106,22.48,210.5,116,9.47,9.0,6,2.43,1.0,False
ND,60,510,no,no,0,,99,34.54,235.8,131,20.04,,112,10.12,15.1,6,4.08,2.0,False
OK,112,415,no,no,0,,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0.0,False
IA,158,415,no,no,0,,106,26.86,292.5,114,24.86,,89,10.85,9.1,4,2.46,1.0,False
MA,160,408,no,no,0,,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1.0,False
SC,109,415,no,no,0,,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2.0,False
AZ,124,415,no,no,0,,104,43.1,117.9,123,10.02,,104,11.18,14.0,2,3.78,0.0,False
WA,137,408,no,no,0,,120,35.5,225.3,100,19.15,,130,9.97,11.1,5,3.0,0.0,False
CO,22,510,no,yes,23,,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3.0,False
AL,76,415,no,no,0,,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0.0,False
CT,155,510,no,no,0,,108,28.12,183.7,103,15.61,,108,3.61,8.9,4,,3.0,False
WV,84,408,no,no,0,,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1.0,False
OR,124,510,no,no,0,,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,,1.0,False
NV,121,408,no,yes,44,,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1.0,False
ND,122,408,no,no,0,,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1.0,True
ME,108,510,no,no,0,246.2,102,41.85,202.4,134,17.2,,95,8.1,9.4,5,2.54,1.0,False
NC,129,415,no,no,0,,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1.0,False
AL,100,415,no,no,0,,138,27.25,221.3,92,18.81,,120,6.77,11.2,2,3.02,0.0,False
WI,69,510,yes,no,0,,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,10,2.27,2.0,True
AR,113,415,yes,no,0,,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5.0,True
RI,39,408,no,no,0,,83,15.86,199.6,114,16.97,,104,9.28,6.5,4,1.76,0.0,False
PA,97,510,yes,no,0,,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4.0,True
MT,138,415,no,no,0,,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1.0,False
NC,190,408,no,no,0,,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51,2.0,False
NM,16,510,no,no,0,,84,24.62,164.9,141,14.02,231.5,75,10.42,8.2,4,,2.0,False
MA,86,510,no,no,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,,0.0,False
NJ,123,408,no,no,0,,77,27.12,303.8,92,25.82,226.9,120,10.21,12.0,4,3.24,0.0,False
IA,130,510,no,no,0,,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5.0,False
OK,146,510,no,no,0,,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4.0,True
DE,136,408,yes,yes,29,,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2.0,False
SC,116,408,no,no,0,,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0.0,True
MS,145,510,yes,yes,30,,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1.0,False
AR,85,415,no,no,0,,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2.0,False
AR,163,408,no,no,0,,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1.0,False
AK,115,415,no,no,0,,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0.0,False
IN,87,510,no,no,0,,85,39.92,140.9,91,11.98,,93,9.19,9.5,5,2.57,1.0,False
NV,93,408,no,no,0,,100,19.43,221.1,103,18.79,,88,5.68,10.9,9,2.94,0.0,False
MD,37,415,yes,no,0,,76,18.12,147.4,89,12.53,,113,10.61,9.6,8,2.59,2.0,False
TX,28,415,no,no,0,,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2.0,False
MO,101,415,yes,no,0,,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,,1.0,False
KS,84,415,no,no,0,,86,38.4,275.6,105,23.43,,108,9.06,14.3,3,3.86,3.0,True
AZ,192,415,no,yes,36,,77,26.55,215.5,126,18.32,279.1,83,12.56,9.9,6,2.67,2.0,False
AL,95,415,no,no,0,,114,33.08,232.8,106,19.79,,92,7.8,3.8,2,1.03,3.0,False
NV,115,415,no,no,0,,98,31.3,327.0,73,27.8,,106,9.56,7.5,6,2.03,2.0,False
VA,118,408,no,no,0,,71,26.32,244.0,73,20.74,,81,7.18,12.8,4,3.46,0.0,False
MO,179,510,no,no,0,,123,48.84,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0.0,True
WY,90,510,no,no,0,,158,21.32,269.1,83,22.87,238.6,103,10.74,11.0,7,2.97,1.0,False
WV,75,415,no,no,0,,121,18.99,237.3,119,20.17,,110,11.41,13.1,6,3.54,1.0,False
OH,88,408,no,no,0,,105,46.68,161.1,121,13.69,194.4,123,8.75,9.2,4,2.48,2.0,False
NY,112,408,no,yes,30,,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,,0.0,False
IN,48,510,no,no,0,,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2.0,False
CO,120,510,no,yes,27,153.5,84,26.1,194.0,73,16.49,256.5,94,11.54,10.2,7,2.75,5.0,False
DE,99,415,no,no,0,,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2.0,False
MS,101,408,no,no,0,,156,40.63,273.0,106,23.21,278.2,93,12.52,13.5,8,3.65,1.0,True
NV,71,415,yes,no,0,,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3.0,True
WA,66,415,no,no,0,,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2.0,False
IA,126,408,no,yes,27,,78,31.65,189.6,83,16.12,,139,3.44,9.6,3,2.59,2.0,False
MO,45,510,no,yes,29,,104,23.09,222.5,101,18.91,,92,10.6,7.9,6,,2.0,False
ME,41,415,no,yes,30,,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1.0,False
SD,119,510,no,no,0,,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1.0,False
VT,137,510,no,no,0,,95,16.58,195.8,82,16.64,,78,13.0,0.0,0,0.0,1.0,False
NH,83,415,no,no,0,,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3.0,False
HI,99,408,no,no,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7.0,True
SC,145,408,no,no,0,,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,6,2.7,0.0,False
RI,76,415,no,no,0,,78,29.09,257.2,83,21.86,,92,4.12,16.2,3,4.37,1.0,False
NV,89,415,no,no,0,,59,22.93,156.0,152,13.26,197.5,112,8.89,10.2,5,,1.0,False
ME,19,415,no,no,0,,123,34.26,129.2,110,10.98,,98,9.93,12.9,4,3.48,1.0,False
AL,109,408,no,no,0,,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2.0,False
MD,121,510,no,no,0,,103,32.42,183.5,117,15.6,,103,9.94,9.8,4,2.65,3.0,False
ID,77,415,no,no,0,,72,42.81,205.7,126,17.48,,109,12.38,9.8,7,2.65,2.0,True
MS,122,408,no,yes,45,,85,25.13,147.4,93,12.53,203.5,110,9.16,14.0,5,3.78,1.0,False
NJ,80,415,no,no,0,,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2.0,True
MN,101,415,no,no,0,,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,,1.0,False
ID,106,510,no,no,0,,120,46.65,198.6,82,16.88,,62,7.24,6.0,3,,1.0,False
DC,24,408,no,no,0,,73,25.33,131.0,81,11.14,,69,10.74,8.6,3,2.32,2.0,True
HI,98,408,no,yes,30,,71,18.75,182.4,108,15.5,,88,8.27,11.0,8,2.97,2.0,False
MT,124,415,no,yes,30,,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2.0,False
MS,155,408,no,no,0,,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2.0,False
AR,127,415,yes,no,0,,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4.0,True
WA,40,415,no,yes,41,148.1,74,25.18,169.5,88,14.41,214.1,102,9.63,6.2,5,1.67,2.0,False
SC,93,415,no,no,0,,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0.0,False
MO,83,408,no,no,0,,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,,0.0,False
OH,75,510,no,yes,27,,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3.0,False
CO,101,408,no,yes,23,,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,14,1.97,1.0,False
WA,141,415,no,no,0,,104,25.76,242.2,114,20.59,304.2,109,13.69,10.8,2,2.92,1.0,False
ND,98,510,no,no,0,,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1.0,False
NE,70,415,no,no,0,,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1.0,False
SC,212,415,no,no,0,,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2.0,True
SC,78,415,no,no,0,,106,26.35,175.3,101,14.9,,125,7.0,11.8,5,3.19,2.0,False
TN,120,408,yes,no,0,,72,30.58,170.0,98,14.45,190.6,89,8.58,13.8,2,3.73,1.0,True
DE,62,408,no,no,0,,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2.0,False
NH,124,415,no,no,0,,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,2.0,False
NY,9,415,no,yes,16,,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2.0,False
NY,70,415,no,no,0,,125,30.16,226.2,104,19.23,,72,11.43,10.9,4,2.94,0.0,False
DC,103,510,no,yes,31,,124,18.31,188.9,104,16.06,,98,8.83,8.9,3,2.4,0.0,False
NC,128,510,no,no,0,,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1.0,False
AZ,141,510,no,yes,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,,1.0,False
ND,167,408,yes,no,0,,100,37.25,242.9,90,20.65,,101,7.6,10.1,4,2.73,2.0,False
WA,184,408,no,no,0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2.0,False
TX,123,408,no,no,0,,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2.0,False
KY,79,415,no,no,0,,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2.0,False
CO,77,408,no,no,0,,89,10.61,169.9,121,14.44,209.6,64,9.43,5.7,6,1.54,5.0,True
OH,106,415,no,yes,30,,105,37.42,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0.0,False
LA,115,415,no,yes,26,,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6.0,False
OK,88,408,no,no,0,,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2.0,False
DE,148,415,no,no,0,,83,21.15,179.7,81,15.27,,99,11.39,11.3,6,3.05,0.0,False
HI,117,408,no,no,0,,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3.0,False
MA,42,408,no,no,0,,134,41.0,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0.0,False
SD,131,510,no,no,0,,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2.0,False
MS,130,510,no,yes,26,,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1.0,False
OR,161,415,no,no,0,,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1.0,False
UT,112,415,no,no,0,,108,19.69,243.3,111,20.68,,78,8.31,13.1,5,3.54,1.0,False
IA,141,510,no,yes,36,187.5,99,31.88,241.4,116,20.52,,105,10.33,10.5,5,2.84,3.0,False
VT,93,510,no,yes,32,,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,5,2.54,2.0,False
ID,138,415,yes,yes,17,,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0.0,False
SC,124,415,no,no,0,,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1.0,False
KY,60,408,no,no,0,,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1.0,False
NY,150,415,no,yes,35,,72,23.73,332.8,170,28.29,,105,9.62,8.8,2,2.38,2.0,False
IN,108,510,no,no,0,,88,49.81,160.6,101,13.65,143.9,87,6.48,10.0,6,2.7,2.0,False
KY,71,510,no,yes,22,,107,24.04,163.0,105,13.86,220.0,99,9.9,5.6,3,1.51,2.0,False
MO,98,415,no,no,0,,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,,4.0,False
OH,116,415,no,yes,27,,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2.0,False
ME,88,415,no,no,0,85.7,112,14.57,221.6,70,18.84,,75,8.58,11.6,3,3.13,4.0,True
UT,96,408,no,yes,26,,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1.0,False
IA,128,408,no,no,0,,75,27.0,264.8,91,22.51,270.0,77,12.15,7.6,7,2.05,1.0,False
WV,124,415,no,no,0,,107,26.76,167.8,112,14.26,,102,8.5,8.8,3,2.38,3.0,False
RI,70,415,no,no,0,,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3.0,False
DE,183,415,no,yes,8,,119,14.71,285.2,97,24.24,,133,8.12,8.7,2,,2.0,False
NY,142,415,no,no,0,,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1.0,False
RI,99,510,no,no,0,,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3.0,False
GA,109,510,no,yes,35,,116,39.19,265.8,130,22.59,,69,12.14,10.6,6,2.86,5.0,False
SC,1,408,no,no,0,,113,21.05,236.2,77,20.08,73.2,81,3.29,3.7,2,1.0,0.0,False
MI,93,415,yes,no,0,,61,36.87,207.4,120,17.63,,110,9.98,17.5,5,4.73,1.0,True
MN,117,408,no,yes,21,,112,26.04,263.3,110,22.38,135.0,85,6.08,11.9,7,,1.0,False
TX,152,415,no,no,0,,102,24.06,263.0,94,22.36,207.1,113,9.32,3.4,4,0.92,2.0,False
NV,161,415,no,no,0,72.8,120,12.38,267.1,120,22.7,,91,10.01,11.8,2,3.19,2.0,False
KY,172,415,no,no,0,,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0.0,False
KY,111,415,no,no,0,,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3.0,False
ID,114,408,no,yes,19,,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3.0,False
HI,119,408,no,yes,24,,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0.0,False
GA,131,408,no,no,0,,79,33.49,201.0,114,17.09,151.2,111,6.8,11.6,5,3.13,1.0,False
GA,90,415,no,no,0,,108,19.24,189.3,63,16.09,,124,12.23,14.1,4,3.81,3.0,False
SC,100,510,no,no,0,,87,19.7,111.3,56,9.46,,77,7.66,7.1,4,1.92,1.0,False
WA,106,408,no,no,0,,66,32.91,238.2,82,20.25,,107,7.94,12.9,3,3.48,0.0,False
TX,47,408,no,yes,28,,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0.0,False
NV,69,415,no,no,0,,109,26.13,194.0,105,16.49,,114,11.52,14.1,6,3.81,1.0,False
MN,79,408,no,yes,32,,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2.0,False
DC,126,415,no,no,0,,110,27.44,220.6,125,18.75,,78,11.21,5.1,2,1.38,0.0,False
CT,54,415,no,yes,33,,73,27.51,273.0,58,23.21,153.9,76,6.93,13.7,4,3.7,0.0,False
DC,99,415,no,yes,31,,71,41.5,203.4,58,17.29,234.0,115,10.53,7.7,4,,3.0,False
MO,112,415,no,no,0,,77,57.04,212.5,109,18.06,,132,11.93,12.7,8,3.43,2.0,True
ID,174,408,no,no,0,,97,32.66,169.9,94,14.44,166.6,54,7.5,11.4,4,3.08,1.0,False
VA,95,415,no,no,0,,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,,0.0,False
UT,162,408,no,no,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1.0,False
UT,195,415,no,no,0,,108,10.74,220.2,88,18.72,,99,8.28,5.1,3,1.38,0.0,False
VT,93,408,no,no,0,,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0.0,False
MO,66,415,no,yes,36,,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1.0,False
NC,101,415,no,no,0,,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5.0,False
OK,84,510,no,no,0,,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1.0,False
WY,53,415,no,yes,27,,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,,1.0,False
NY,98,408,no,no,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1.0,False
KS,57,415,no,no,0,,117,26.88,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0.0,False
TX,121,415,no,yes,31,,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5.0,False
RI,73,415,no,no,0,,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2.0,False
OH,29,408,no,no,0,,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2.0,False
NE,99,415,no,no,0,,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3.0,False
RI,107,415,no,yes,37,,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0.0,False
NH,74,408,no,no,0,,112,50.68,201.3,100,17.11,,88,9.66,9.7,4,,2.0,True
ID,103,415,no,no,0,,151,29.7,148.0,56,12.58,,109,7.57,15.8,3,4.27,6.0,True
OR,135,415,no,no,0,,97,33.12,235.3,118,20.0,,126,7.85,11.0,3,2.97,1.0,False
WA,121,510,no,no,0,,93,43.37,266.9,97,22.69,,118,8.9,8.8,3,2.38,3.0,True
LA,111,415,no,yes,28,,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2.0,False
NM,117,415,no,no,0,,103,24.36,211.3,108,17.96,,96,8.33,11.5,3,3.11,1.0,False
CT,100,415,no,yes,38,,88,30.11,163.7,108,13.91,,72,10.92,7.4,2,2.0,0.0,False
ND,110,415,no,no,0,,109,22.97,205.2,99,17.44,166.3,119,7.48,11.7,4,3.16,1.0,False
LA,43,415,no,no,0,241.9,101,41.12,129.4,121,11.0,,104,11.92,5.9,3,1.59,1.0,False
AL,72,415,no,no,0,,102,28.31,261.0,103,22.19,,85,11.82,13.3,5,3.59,0.0,False
MN,124,510,yes,no,0,157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10.0,2,2.7,3.0,True
OH,107,510,no,yes,38,,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2.0,False
AZ,136,510,no,no,0,,117,15.64,253.6,77,21.56,,90,9.63,10.3,10,2.78,1.0,False
WI,105,415,no,yes,34,,61,37.15,196.7,74,16.72,,103,6.8,9.9,4,2.67,2.0,False
RI,36,415,no,no,0,,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,,3.0,False
RI,134,415,no,no,0,,95,24.09,205.6,101,17.48,,60,9.83,8.8,6,2.38,0.0,False
NJ,24,408,no,no,0,,86,45.15,208.8,102,17.75,,105,8.21,11.1,6,3.0,2.0,True
NY,112,415,no,yes,23,,79,48.72,315.3,102,26.8,,101,8.73,10.3,6,2.78,1.0,False
AL,112,510,no,no,0,,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3.0,False
OR,151,510,no,no,0,,108,26.59,233.4,118,19.84,,141,8.81,7.7,6,2.08,4.0,False
WA,136,415,no,yes,16,,105,15.37,201.3,109,17.11,,115,10.22,13.1,4,3.54,0.0,False
ND,154,408,no,yes,35,,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0.0,False
ID,92,415,no,no,0,,113,33.52,242.3,116,20.6,192.0,76,8.64,11.0,5,2.97,2.0,False
NC,126,415,no,no,0,,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0.0,False
AR,179,415,yes,yes,38,,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4.0,False
NJ,122,415,no,yes,34,146.4,104,24.89,89.7,103,7.62,220.0,91,9.9,15.6,4,4.21,2.0,False
WV,144,510,no,yes,38,,86,17.85,121.8,123,10.35,221.5,122,9.97,3.7,4,1.0,0.0,False
NV,113,415,no,yes,23,,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2.0,False
GA,89,415,no,no,0,213.0,63,36.21,176.6,71,15.01,,126,11.82,9.1,1,2.46,1.0,True
NE,123,510,no,no,0,,118,32.98,242.0,114,20.57,,108,6.58,12.1,4,3.27,1.0,False
